customer_id,age group,cltv,customer_status,churn_category,churn_reason,monthly_ charges,total_revenue
3174-RKMOW,20-35,5721,Stayed,Not Applicable,N/A,109.95,5441
3177-LASXD,36-50,2619,Churned,Dissatisfaction,Poor expertise of phone support,71.35,111.75
3178-FESZO,36-50,5797,Churned,Other,Don't know,100.25,120.48
3181-MIZBN,36-50,3677,Stayed,Not Applicable,N/A,19.75,825.24
3181-VTHOE,Under 20,4042,Stayed,Not Applicable,N/A,51.05,3755.15
3186-AJIEK,36-50,5097,Stayed,Not Applicable,N/A,105.65,8887.86
3186-BAXNB,20-35,4319,Churned,Attitude,Attitude of service provider,91.7,108.93
3190-FZATL,36-50,5770,Stayed,Not Applicable,N/A,19.95,837.64
3190-ITQXP,36-50,3879,Stayed,Not Applicable,N/A,20.25,2162.25
3191-CSNMG,51-65,2081,Joined,Not Applicable,N/A,80.7,310.61
3192-LNKRK,51-65,3476,Stayed,Not Applicable,N/A,84.05,3102.05
3192-NQECA,20-35,5034,Churned,Competitor,Competitor had better devices,110,8617.57
3194-ORPIK,51-65,5135,Churned,Competitor,Competitor had better devices,84.4,5882.65
3195-TQDZX,Under 20,4050,Joined,Not Applicable,N/A,20.25,66.16
3196-NVXLZ,20-35,4874,Stayed,Not Applicable,N/A,84.6,2327.3
3197-ARFOY,Over 65,3524,Stayed,Not Applicable,N/A,105,2178.3
3197-NNYNB,36-50,5649,Stayed,Not Applicable,N/A,105.1,8435.6
3198-VELRD,36-50,2014,Churned,Competitor,Competitor had better devices,84.75,379.12
3199-XGZCY,51-65,2332,Stayed,Not Applicable,N/A,75.25,727.26
3200-MNQTF,36-50,4361,Stayed,Not Applicable,N/A,70.9,6557.12
3207-OYBWH,Over 65,6259,Churned,Attitude,Attitude of support person,95.25,8259.33
3208-YPIOE,51-65,4696,Churned,Competitor,Competitor made better offer,75.25,4428.28
3209-ZPKFI,20-35,2320,Stayed,Not Applicable,N/A,54.25,4382.95
3211-AAPKX,20-35,3300,Stayed,Not Applicable,N/A,98.55,2496.35
3211-ILJTT,20-35,4469,Churned,Competitor,Competitor had better devices,70.4,1446.61
3212-KXOCR,51-65,4158,Stayed,Not Applicable,N/A,21,2578.8
3217-FZDMN,Over 65,3676,Churned,Competitor,Competitor had better devices,94.45,784.63
3219-JQRSL,Over 65,4627,Stayed,Not Applicable,N/A,89.1,8112.08
3221-CJMSG,36-50,2515,Stayed,Not Applicable,N/A,51.1,1325.52
3223-WZWJM,36-50,5869,Churned,Competitor,Competitor offered higher download speeds,83.95,2626
3227-WLKLI,51-65,4921,Stayed,Not Applicable,N/A,91.55,6621.1
3230-JCNZS,36-50,4305,Stayed,Not Applicable,N/A,99,8178.48
3234-VKACU,20-35,4799,Joined,Not Applicable,N/A,70.3,179.44
3235-ETOOB,51-65,3683,Churned,Competitor,Competitor made better offer,74.5,993.18
3237-AJGEH,36-50,5122,Churned,Other,Poor expertise of online support,31,115.05
3244-CQPHU,Over 65,5232,Stayed,Not Applicable,N/A,110.1,8718.53
3244-DCJWY,20-35,4133,Churned,Competitor,Competitor had better devices,70.25,93.25
3247-MHJKM,20-35,3586,Joined,Not Applicable,N/A,20.2,62.35
3247-ZVOUO,Over 65,3336,Churned,Attitude,Attitude of support person,85.55,911.85
3249-ZPQRG,20-35,5048,Churned,Competitor,Competitor made better offer,78.45,498.29
3254-YRILK,Over 65,5683,Churned,Competitor,Competitor had better devices,88.2,2535.23
3255-GRXMG,51-65,4403,Stayed,Not Applicable,N/A,45.65,1400.46
3258-SANFR,Over 65,4270,Stayed,Not Applicable,N/A,44.7,394.94
3258-SYSWS,Over 65,4598,Stayed,Not Applicable,N/A,113.8,9622.04
3258-ZKPAI,20-35,5227,Stayed,Not Applicable,N/A,116.6,9843.63
3259-FDWOY,51-65,4072,Churned,Competitor,Competitor offered higher download speeds,106,11084.84
3259-KNMRR,Over 65,5371,Stayed,Not Applicable,N/A,79.75,4956.9
3259-QMXUN,36-50,5666,Stayed,Not Applicable,N/A,86.1,6284.62
3261-CQXOL,20-35,4993,Stayed,Not Applicable,N/A,25.45,2108
3486-HOOGQ,36-50,4848,Stayed,Not Applicable,N/A,79.7,6328.5
3262-EIDHV,36-50,6375,Stayed,Not Applicable,N/A,84.7,7686.7
3521-HTQTV,51-65,2026,Stayed,Not Applicable,N/A,26.1,1676.33
3266-FTKHB,20-35,2717,Stayed,Not Applicable,N/A,19.15,785.04
3533-UVMOM,51-65,5036,Stayed,Not Applicable,N/A,70.95,5553.37
3269-ATYWD,Over 65,4892,Churned,Other,Don't know,95.65,5544.32
3642-BYHDO,20-35,5789,Stayed,Not Applicable,N/A,19.9,2256.97
3272-VUHPV,20-35,3135,Stayed,Not Applicable,N/A,56.3,686.38
3646-ITDGM,36-50,4831,Stayed,Not Applicable,N/A,19.7,2893.18
3274-NSDWE,36-50,6161,Stayed,Not Applicable,N/A,19.6,3684.97
3705-RHRFR,51-65,5031,Stayed,Not Applicable,N/A,99.15,10004.5
3836-FZSDJ,Over 65,4367,Stayed,Not Applicable,N/A,24.85,3476.49
3276-HDUEG,20-35,4838,Churned,Competitor,Competitor made better offer,75.05,107.91
3889-VWBID,51-65,5184,Stayed,Not Applicable,N/A,82.85,7652.57
3278-FSIXX,20-35,5441,Joined,Not Applicable,N/A,45.25,153.2
3910-MRQOY,20-35,5398,Stayed,Not Applicable,N/A,19.4,2423.09
3948-KXDUF,51-65,5454,Stayed,Not Applicable,N/A,68.75,5801.87
3280-MRDOF,Over 65,3415,Stayed,Not Applicable,N/A,69.1,2670.42
3976-HXHCE,51-65,4722,Stayed,Not Applicable,N/A,19.3,4708.8
4057-FKCZK,36-50,4348,Stayed,Not Applicable,N/A,82.5,6563.99
4159-NAAIX,20-35,4769,Stayed,Not Applicable,N/A,97.45,8631.88
4193-IBKSW,20-35,6232,Stayed,Not Applicable,N/A,24.75,4313.36
4194-FJARJ,20-35,4798,Stayed,Not Applicable,N/A,60,3734.57
4195-PNGZS,20-35,5295,Stayed,Not Applicable,N/A,24.45,4001.41
3292-PBZEJ,Over 65,3175,Stayed,Not Applicable,N/A,111.4,1251.98
4199-QHJNM,Over 65,5869,Stayed,Not Applicable,N/A,102.9,10251.26
3295-YVUSR,Over 65,5098,Joined,Not Applicable,N/A,72.6,184.68
4231-LZUYM,36-50,5613,Stayed,Not Applicable,N/A,25.65,2792.76
3296-SILRA,Over 65,2426,Churned,Attitude,Attitude of support person,76.4,117.56
4238-JSSWH,Over 65,3199,Stayed,Not Applicable,N/A,102.05,5032.1
4277-BWBML,36-50,5092,Stayed,Not Applicable,N/A,19.95,1937.01
3301-LSLWQ,20-35,5590,Stayed,Not Applicable,N/A,66.1,2430.38
4304-TSPVK,36-50,5782,Stayed,Not Applicable,N/A,114.9,9417.07
4443-EMBNA,51-65,4642,Stayed,Not Applicable,N/A,24.75,4118.13
4526-ZJJTM,Over 65,4849,Stayed,Not Applicable,N/A,88.4,2677.15
3308-DGHKL,51-65,5028,Stayed,Not Applicable,N/A,19.3,2671.96
4573-JKNAE,36-50,2558,Stayed,Not Applicable,N/A,19.35,419.06
4589-IUAJB,36-50,4118,Stayed,Not Applicable,N/A,24.25,3721.95
3308-MHOOC,36-50,3383,Joined,Not Applicable,N/A,19.2,37.09
4656-CAURT,51-65,6059,Stayed,Not Applicable,N/A,23.95,3247.66
3312-UUMZW,20-35,3981,Stayed,Not Applicable,N/A,98.85,4678.38
4713-ZBURT,20-35,3333,Stayed,Not Applicable,N/A,99.7,5693.65
3312-ZWLGF,Over 65,3172,Stayed,Not Applicable,N/A,79.3,2720.5
4742-TXUEX,20-35,5829,Stayed,Not Applicable,N/A,19.3,1010.82
4817-KEQSP,36-50,6342,Stayed,Not Applicable,N/A,19.85,2521.99
4896-CPRPF,36-50,4873,Stayed,Not Applicable,N/A,25.45,1287.7
3315-TOTBP,20-35,4938,Churned,Dissatisfaction,Lack of self-service on Website,76,1803.75
4900-MSOMT,36-50,6087,Stayed,Not Applicable,N/A,80.2,9250.84
3316-UWXUY,51-65,6367,Stayed,Not Applicable,N/A,93.5,6789
4992-LTJNE,36-50,6259,Stayed,Not Applicable,N/A,55.3,5728.88
4994-OBRSZ,20-35,2045,Stayed,Not Applicable,N/A,76.1,1569.02
3317-VLGQT,36-50,3157,Stayed,Not Applicable,N/A,78.1,1184.7
5093-FEGLU,20-35,4159,Stayed,Not Applicable,N/A,19.65,3078.85
3318-ISQFQ,20-35,5409,Stayed,Not Applicable,N/A,19.5,632.4
5146-YYFRZ,20-35,6212,Stayed,Not Applicable,N/A,19.95,2338.19
3318-NMQXL,51-65,4345,Joined,Not Applicable,N/A,92,313.6
5321-NTRKC,20-35,6236,Stayed,Not Applicable,N/A,79.85,7545.61
3318-OSATS,Over 65,2080,Churned,Other,Don't know,95.45,4782.55
5322-TEUJK,36-50,4071,Stayed,Not Applicable,N/A,114.6,8448.86
3319-DWOEP,Over 65,5750,Churned,Competitor,Competitor made better offer,95.75,861.15
5457-COLHT,36-50,4618,Stayed,Not Applicable,N/A,80.65,8327.39
3320-VEOYC,51-65,3502,Stayed,Not Applicable,N/A,95.6,1799.98
5465-BUBFA,20-35,4180,Stayed,Not Applicable,N/A,19.3,1644.88
3323-CPBWR,51-65,3875,Stayed,Not Applicable,N/A,96.9,2280.95
5656-JAMLX,20-35,4278,Stayed,Not Applicable,N/A,19.85,2132.19
5663-QBGIS,51-65,6120,Stayed,Not Applicable,N/A,98.35,10141.32
5696-CEIQJ,20-35,4376,Stayed,Not Applicable,N/A,103.15,7783.92
3327-YBAKM,20-35,5369,Stayed,Not Applicable,N/A,96.9,7531.06
5730-DBDSI,36-50,4601,Stayed,Not Applicable,N/A,19.7,4259.44
5743-KHMNA,36-50,6305,Stayed,Not Applicable,N/A,25.55,4672.78
3331-HQDTW,20-35,3410,Churned,Competitor,Competitor made better offer,109.8,3858.91
5781-BKHOP,36-50,6380,Stayed,Not Applicable,N/A,100.65,10335.01
3334-CTHOL,51-65,2041,Churned,Competitor,Competitor had better devices,49.95,93.44
5821-MMEIL,36-50,4408,Stayed,Not Applicable,N/A,19.9,3672.62
3336-JORSO,Over 65,3401,Churned,Dissatisfaction,Product dissatisfaction,110.45,4294.37
5840-NVDCG,20-35,3559,Stayed,Not Applicable,N/A,68.25,1436.77
3338-CVVEH,36-50,5674,Stayed,Not Applicable,N/A,94.55,1340.11
5846-ABOBJ,20-35,4766,Stayed,Not Applicable,N/A,24.45,4116.96
5848-FHRFC,36-50,5740,Stayed,Not Applicable,N/A,20.05,1579.34
3340-QBBFM,51-65,4017,Stayed,Not Applicable,N/A,54.1,3689.52
5884-FBCTL,36-50,5611,Stayed,Not Applicable,N/A,25.1,4422.49
3345-JHUEO,20-35,4267,Stayed,Not Applicable,N/A,20.2,241.82
5887-IKKYO,51-65,4777,Stayed,Not Applicable,N/A,94.35,5854.23
3345-PBBFH,20-35,5922,Stayed,Not Applicable,N/A,49.55,412.49
5939-SXWHM,51-65,2111,Stayed,Not Applicable,N/A,26.3,2240.09
5965-GGPRW,36-50,4427,Stayed,Not Applicable,N/A,105.25,10205.35
3347-YJZZE,51-65,4558,Stayed,Not Applicable,N/A,80.1,2406.97
5982-XMDEX,36-50,4404,Stayed,Not Applicable,N/A,26.5,3889.7
3348-CFRNX,36-50,2990,Churned,Price,Lack of affordable download/upload speed,92.35,3657.38
6010-DDPPW,51-65,4279,Stayed,Not Applicable,N/A,25.15,2572.95
6064-ZATLR,36-50,2842,Stayed,Not Applicable,N/A,52.85,1783.5
6134-KWTBV,36-50,5822,Stayed,Not Applicable,N/A,23.4,4463.31
6169-PPETC,36-50,2009,Stayed,Not Applicable,N/A,20.5,2415.9
3352-ALMCK,36-50,3655,Stayed,Not Applicable,N/A,102.65,5419.35
6234-RAAPL,51-65,5915,Stayed,Not Applicable,N/A,99.9,8955.22
6265-FRMTQ,51-65,5363,Stayed,Not Applicable,N/A,20.4,1402.08
6288-CHQJB,20-35,5077,Stayed,Not Applicable,N/A,69.95,5393.03
6292-TOSSS,51-65,4297,Stayed,Not Applicable,N/A,24.9,3553.25
6370-ZVHDV,51-65,4501,Stayed,Not Applicable,N/A,25.3,4017.47
3363-EWLGO,20-35,5252,Stayed,Not Applicable,N/A,19.95,283.6
6407-GSJNL,51-65,5458,Stayed,Not Applicable,N/A,24.95,3549.85
3365-SAIGS,51-65,5564,Stayed,Not Applicable,N/A,83.55,1713.52
6461-SZMCV,36-50,4278,Stayed,Not Applicable,N/A,87.95,7008.61
3370-GQEAL,51-65,3409,Stayed,Not Applicable,N/A,85.45,3258.42
6463-HHXJR,51-65,4080,Stayed,Not Applicable,N/A,100.5,9622.15
3370-HXOPH,36-50,2650,Joined,Not Applicable,N/A,76.1,300.65
6463-MVYRY,Over 65,4759,Stayed,Not Applicable,N/A,69.85,4643.11
6479-VDGRK,36-50,4456,Stayed,Not Applicable,N/A,85.3,8730.56
3372-KWFBM,Over 65,2508,Churned,Dissatisfaction,Network reliability,86.6,1587.88
6485-QXWWE,51-65,4535,Stayed,Not Applicable,N/A,26,1814.16
6614-FHDBO,36-50,4551,Stayed,Not Applicable,N/A,109.2,10406.22
3373-YZZYM,51-65,3007,Joined,Not Applicable,N/A,19.2,51.98
6614-YWYSC,Over 65,6421,Stayed,Not Applicable,N/A,25,2669.29
3374-LXDEV,36-50,2226,Churned,Competitor,Competitor had better devices,89.4,1244.02
6754-LZUKA,20-35,4161,Stayed,Not Applicable,N/A,80.9,6354.41
3374-PZLXD,20-35,4136,Stayed,Not Applicable,N/A,19.7,1917.28
6766-HFKLA,51-65,4534,Stayed,Not Applicable,N/A,103.2,6311.63
6806-YDEUL,Over 65,3288,Stayed,Not Applicable,N/A,19.5,118.98
3376-BMGFE,36-50,4287,Churned,Dissatisfaction,Product dissatisfaction,70.9,398.26
6828-HMKWP,20-35,4843,Stayed,Not Applicable,N/A,21.05,858.45
6857-TKDJV,51-65,4444,Stayed,Not Applicable,N/A,24.65,2585.92
3384-CTMSF,51-65,3142,Stayed,Not Applicable,N/A,104.1,7423.58
6898-RBTLU,36-50,6366,Stayed,Not Applicable,N/A,79.3,4715.85
3387-PLKUI,20-35,2333,Stayed,Not Applicable,N/A,18.8,468.87
6961-MJKBO,20-35,4342,Stayed,Not Applicable,N/A,20.45,1253.67
3387-VATUS,36-50,5701,Churned,Attitude,Attitude of service provider,94.85,663.55
6976-BWGLQ,51-65,4382,Stayed,Not Applicable,N/A,25.2,4616.95
6980-IMXXE,20-35,5267,Stayed,Not Applicable,N/A,20.2,4344.46
3389-YGYAI,Over 65,5546,Churned,Price,Price too high,105.5,1190.83
6990-YNRIO,51-65,6120,Churned,Attitude,Attitude of support person,108.65,9660.15
3391-JSQEW,20-35,2454,Stayed,Not Applicable,N/A,50.15,2993.47
6997-UVGOX,20-35,5394,Stayed,Not Applicable,N/A,85.45,7650.83
3392-EHMNK,51-65,4803,Stayed,Not Applicable,N/A,94.1,7066.6
7025-WCBNE,Over 65,3155,Stayed,Not Applicable,N/A,59.6,3448.66
3393-FMZPV,51-65,2195,Churned,Price,Extra data charges,100.25,3293.75
7033-CLAMM,51-65,3828,Stayed,Not Applicable,N/A,20.2,1921.97
3396-DKDEL,36-50,4388,Stayed,Not Applicable,N/A,115.15,9045.2
7114-AEOZE,51-65,6213,Stayed,Not Applicable,N/A,19.85,2995.3
7115-IRDHS,51-65,5065,Stayed,Not Applicable,N/A,24.65,3588.29
3398-FSHON,Over 65,4703,Churned,Competitor,Competitor made better offer,91.3,1502.62
7139-JZFVG,36-50,6026,Stayed,Not Applicable,N/A,60.5,6288.85
3398-GCPMU,Over 65,4993,Stayed,Not Applicable,N/A,89.55,6864.29
7169-YWAMK,51-65,5504,Stayed,Not Applicable,N/A,68.4,6004.47
3398-ZOUAA,Over 65,3853,Churned,Attitude,Attitude of support person,69.1,1889.29
7173-TETGO,Over 65,6072,Stayed,Not Applicable,N/A,78.5,7932.89
3399-BMLVW,36-50,4994,Stayed,Not Applicable,N/A,60.5,3607.48
7242-EDTYC,36-50,5860,Stayed,Not Applicable,N/A,19.55,1452.23
3400-ESFUW,20-35,5463,Churned,Competitor,Competitor offered more data,57.55,3590.4
7268-IGMFD,Over 65,3728,Stayed,Not Applicable,N/A,93.9,1778.46
7268-WNTCP,36-50,5746,Stayed,Not Applicable,N/A,20.45,1413.29
7301-ABVAD,36-50,4530,Stayed,Not Applicable,N/A,86.6,6947.38
3404-JNXAX,36-50,6032,Stayed,Not Applicable,N/A,80.75,5624.46
7337-CINUD,36-50,5206,Stayed,Not Applicable,N/A,19.5,296.95
3407-JMJQQ,20-35,4204,Stayed,Not Applicable,N/A,109,7942.44
7349-ALMUX,20-35,3183,Stayed,Not Applicable,N/A,65.6,3735.71
3407-QGWLG,20-35,2948,Joined,Not Applicable,N/A,20.05,189
7361-YPXFS,Over 65,3820,Stayed,Not Applicable,N/A,64.45,2223.76
3410-MHHUM,36-50,5019,Stayed,Not Applicable,N/A,94.4,5422.59
7398-HPYZQ,20-35,5007,Stayed,Not Applicable,N/A,90.55,8433.18
3410-YOQBQ,51-65,4984,Stayed,Not Applicable,N/A,79.2,3359.87
7463-IFMQU,36-50,4747,Stayed,Not Applicable,N/A,20.05,4824.93
3411-WLRSQ,Over 65,3711,Joined,Not Applicable,N/A,74.6,387.58
7552-KEYGT,51-65,4430,Stayed,Not Applicable,N/A,19.55,1713.68
7554-NEWDD,36-50,3611,Stayed,Not Applicable,N/A,25.7,572.6
3413-CSSTH,36-50,5590,Stayed,Not Applicable,N/A,55.7,2508.15
7673-BQGKU,51-65,4554,Stayed,Not Applicable,N/A,20.15,2128.93
3413-DHLPB,51-65,6237,Stayed,Not Applicable,N/A,103.75,6139.75
7684-XSZIY,51-65,5160,Stayed,Not Applicable,N/A,24.3,3113.49
3415-TAILE,20-35,4265,Churned,Competitor,Competitor had better devices,65.7,188.89
7688-AWMDX,20-35,4957,Stayed,Not Applicable,N/A,54.5,7208.92
7696-CFTAT,20-35,2745,Stayed,Not Applicable,N/A,19.8,1029.87
3419-SNJJD,Over 65,4196,Churned,Attitude,Attitude of support person,105.25,7981.75
7711-GQBZC,36-50,5187,Stayed,Not Applicable,N/A,24.7,3194.34
3420-YJLQT,36-50,5965,Joined,Not Applicable,N/A,79.55,202.87
7921-BEPCI,36-50,4515,Stayed,Not Applicable,N/A,59.75,5174.36
7945-PRBVF,36-50,3967,Stayed,Not Applicable,N/A,21.45,1307.45
3422-GALYP,20-35,2657,Joined,Not Applicable,N/A,79.45,202.37
7975-JMZNT,Under 20,5453,Stayed,Not Applicable,N/A,91.7,7611.72
3422-LYEPQ,51-65,4207,Churned,Attitude,Attitude of support person,71,89.84
7998-WNZEM,51-65,5447,Stayed,Not Applicable,N/A,80.6,6579.37
3422-WJOYD,20-35,5105,Stayed,Not Applicable,N/A,54.35,2398.09
8007-YYPWD,51-65,5218,Stayed,Not Applicable,N/A,25.05,983.65
8089-UZWLX,Over 65,4113,Stayed,Not Applicable,N/A,104.05,10811.61
8092-NLTGF,20-35,5398,Stayed,Not Applicable,N/A,24.75,3886.48
3426-NIYYL,36-50,2087,Churned,Attitude,Attitude of support person,51.55,832.75
8146-QQKZH,20-35,4090,Stayed,Not Applicable,N/A,81.85,6366.73
3427-GGZZI,20-35,3624,Stayed,Not Applicable,N/A,89.1,2482.83
8165-ZJRNM,51-65,4923,Stayed,Not Applicable,N/A,23.75,3201.33
8224-KDLKN,20-35,4275,Stayed,Not Applicable,N/A,25,3109.78
3428-XZMAZ,51-65,5796,Churned,Price,Long distance charges,69.35,115.21
8229-BUJHX,51-65,4941,Stayed,Not Applicable,N/A,20.5,2291.18
3429-IFLEM,36-50,4846,Stayed,Not Applicable,N/A,77.35,6842.3
8234-GSZYK,36-50,3881,Stayed,Not Applicable,N/A,26.45,2352.75
8336-TAVKX,Over 65,4032,Stayed,Not Applicable,N/A,78.45,6821.29
3440-JPSCL,20-35,3722,Churned,Competitor,Competitor offered higher download speeds,99.95,578.61
8345-MVDYC,51-65,5937,Stayed,Not Applicable,N/A,81.65,5301.25
3441-CGZJH,36-50,2725,Stayed,Not Applicable,N/A,60.4,2740.55
8390-FESFV,51-65,5466,Stayed,Not Applicable,N/A,84.5,5568.3
8466-PZBLH,20-35,4743,Stayed,Not Applicable,N/A,104.6,7643.52
3445-HXXGF,Over 65,5444,Churned,Dissatisfaction,Service dissatisfaction,45.3,2610.25
8480-PPONV,51-65,6349,Stayed,Not Applicable,N/A,115.55,9679.97
3446-QDSZF,51-65,2328,Stayed,Not Applicable,N/A,55.5,383.19
8587-XYZSF,51-65,6064,Stayed,Not Applicable,N/A,50.55,5442.96
3450-WXOAT,36-50,3150,Stayed,Not Applicable,N/A,45.2,3175.13
8670-ERCJH,20-35,6347,Stayed,Not Applicable,N/A,113.4,8348.42
3451-VAWLI,51-65,5636,Stayed,Not Applicable,N/A,19.7,1269.75
8735-SDUFN,51-65,4397,Stayed,Not Applicable,N/A,24.3,2403.66
8747-UDCOI,20-35,5076,Stayed,Not Applicable,N/A,19.35,4482.85
8750-QWZAJ,36-50,5169,Stayed,Not Applicable,N/A,19.8,4769.55
8929-KSWIH,20-35,3847,Stayed,Not Applicable,N/A,99.3,2637
3452-SRFEG,36-50,4516,Stayed,Not Applicable,N/A,74.6,4887.53
9065-ZCPQX,20-35,5091,Stayed,Not Applicable,N/A,78.85,8615.07
3453-RTHJQ,51-65,5741,Stayed,Not Applicable,N/A,69.1,546.9
9068-FHQHD,36-50,3556,Stayed,Not Applicable,N/A,20.15,897.75
3454-JFUBC,Over 65,6136,Stayed,Not Applicable,N/A,20,2108.64
9153-BTBVV,51-65,4066,Stayed,Not Applicable,N/A,25,5161.71
3457-PQBYH,20-35,4424,Stayed,Not Applicable,N/A,20.3,2133.36
9339-FIIJL,51-65,6450,Stayed,Not Applicable,N/A,85.95,6941.74
9372-TXXPS,36-50,4029,Stayed,Not Applicable,N/A,59.85,5967.45
9499-XPZXM,36-50,4675,Stayed,Not Applicable,N/A,64.75,5901.31
3462-BJQQA,20-35,2370,Stayed,Not Applicable,N/A,89.75,819.17
9537-JALFH,36-50,6058,Stayed,Not Applicable,N/A,19.9,3301.81
3466-BYAVD,36-50,3128,Stayed,Not Applicable,N/A,69.5,1198
9548-ZMVTX,20-35,4461,Stayed,Not Applicable,N/A,90.45,7178.57
3466-RITXD,20-35,5461,Stayed,Not Applicable,N/A,92.4,3327.14
9755-JHNMN,36-50,5075,Stayed,Not Applicable,N/A,67.4,4308.9
3466-WAESX,36-50,5172,Stayed,Not Applicable,N/A,69.1,1307.54
9764-REAFF,51-65,4375,Stayed,Not Applicable,N/A,18.4,2650.26
9777-IQHWP,51-65,6249,Stayed,Not Applicable,N/A,93.4,7794.78
3470-BTGQO,51-65,5731,Stayed,Not Applicable,N/A,45.65,1396.02
9938-PRCVK,36-50,2902,Stayed,Not Applicable,N/A,19.7,1786.2
3470-OBUET,36-50,4188,Stayed,Not Applicable,N/A,74,7750.07
9959-WOFKT,51-65,4479,Stayed,Not Applicable,N/A,106.7,8423.82
3472-QPRCH,36-50,3217,Stayed,Not Applicable,N/A,25.25,2080.39
3473-XIIIT,51-65,3794,Churned,Competitor,Competitor had better devices,100,2140.03
3474-BAFSJ,20-35,4133,Stayed,Not Applicable,N/A,57.5,3415.95
3481-JHUZH,36-50,5757,Stayed,Not Applicable,N/A,80.25,5051.81
3482-ABPKK,Under 20,5271,Stayed,Not Applicable,N/A,54.3,2492.06
3486-KHMLI,51-65,5403,Stayed,Not Applicable,N/A,24.7,1123.61
3488-PGMQJ,Over 65,4345,Churned,Dissatisfaction,Poor expertise of online support,74.5,620.79
3489-HHPFY,36-50,2115,Joined,Not Applicable,N/A,84.05,178.51
3494-JCHRQ,36-50,2699,Churned,Attitude,Attitude of support person,70.05,97.94
3496-LFSZU,36-50,2896,Stayed,Not Applicable,N/A,70.5,418.08
3500-NSDOA,20-35,5540,Stayed,Not Applicable,N/A,70.8,5616.11
3500-RMZLT,Over 65,2933,Churned,Attitude,Attitude of support person,96.3,1863.4
3503-TYDAY,36-50,5357,Stayed,Not Applicable,N/A,80.45,5197.59
3506-LCJDC,51-65,4860,Churned,Price,Long distance charges,19.95,27.98
3508-VLHCZ,36-50,6009,Stayed,Not Applicable,N/A,90.55,9200.46
3509-GWQGF,Over 65,5242,Stayed,Not Applicable,N/A,70,2634.12
3512-IZIKN,51-65,5591,Churned,Dissatisfaction,Product dissatisfaction,65.3,7746.65
3518-FSTWG,Over 65,4086,Stayed,Not Applicable,N/A,109.55,9195.82
3518-PZXZQ,20-35,2849,Joined,Not Applicable,N/A,55.3,91.99
3519-ZKXGG,51-65,4062,Churned,Competitor,Competitor offered more data,75.85,389.62
3520-FJGCV,36-50,6486,Stayed,Not Applicable,N/A,112.6,9372.25
3521-MNKLV,20-35,5832,Stayed,Not Applicable,N/A,49.7,2096.12
3521-SYVOR,20-35,5554,Churned,Attitude,Attitude of support person,64.75,2466.19
3522-CDKHF,20-35,3131,Stayed,Not Applicable,N/A,75.5,2942.3
3523-BRGUW,51-65,2269,Stayed,Not Applicable,N/A,19.3,1271.59
3523-QRQLL,20-35,5922,Churned,Competitor,Competitor offered more data,69.5,2219.51
3524-WQDSG,20-35,3280,Stayed,Not Applicable,N/A,99.3,4435.7
3528-HFRIQ,Over 65,5491,Stayed,Not Applicable,N/A,52.3,3805.05
3530-CRZSB,51-65,2100,Stayed,Not Applicable,N/A,20.65,264.68
3530-VWVGU,20-35,5657,Stayed,Not Applicable,N/A,19.9,1489.52
3536-IQCTX,Over 65,2712,Churned,Competitor,Competitor had better devices,85.3,4248.3
3537-HPKQT,20-35,4621,Stayed,Not Applicable,N/A,77.75,5556.15
3537-RYBHH,Over 65,4074,Stayed,Not Applicable,N/A,67.45,5450.19
3540-RZJYU,20-35,5829,Churned,Dissatisfaction,Lack of self-service on Website,86.2,1670.65
3541-ZNUHK,51-65,4026,Stayed,Not Applicable,N/A,85.1,5692.15
3544-FBCAS,36-50,4116,Stayed,Not Applicable,N/A,83.6,6883.78
3545-CNWRG,51-65,4325,Stayed,Not Applicable,N/A,98.35,6230.82
3549-ZTMNH,51-65,3705,Stayed,Not Applicable,N/A,24,583.69
3550-SAHFP,51-65,5456,Churned,Price,Price too high,83.35,3467.42
3551-HUAZH,Over 65,3429,Churned,Price,Price too high,74.4,85.48
3552-CTCYF,36-50,4046,Stayed,Not Applicable,N/A,104.8,9163.24
3563-SVYLG,36-50,5215,Stayed,Not Applicable,N/A,62.65,6858.48
3565-UNOCC,51-65,3179,Churned,Competitor,Competitor offered higher download speeds,99.05,3600.42
3566-HJGPK,36-50,3173,Joined,Not Applicable,N/A,45.55,61.89
3566-VVORZ,36-50,5790,Stayed,Not Applicable,N/A,45.9,875.43
3569-EDBPQ,36-50,2198,Stayed,Not Applicable,N/A,84.35,2557.49
3569-JFODW,20-35,5096,Stayed,Not Applicable,N/A,90.95,9939.97
3570-YUEKJ,36-50,3637,Stayed,Not Applicable,N/A,49.55,2443.77
3571-RFHAR,51-65,6001,Churned,Attitude,Attitude of support person,109.15,7689.6
3572-UOLYZ,20-35,5756,Stayed,Not Applicable,N/A,84.8,4146.53
3577-AMVUX,51-65,2962,Joined,Not Applicable,N/A,55.05,69.7
3580-HYCSP,36-50,5780,Stayed,Not Applicable,N/A,110.3,10343.62
3580-REOAC,20-35,4061,Churned,Competitor,Competitor made better offer,44.85,931.2
3583-EKAPL,20-35,4877,Churned,Competitor,Competitor had better devices,55,102.22
3583-KRKMD,51-65,4668,Stayed,Not Applicable,N/A,75.9,1840.6
3585-ISXZP,51-65,5335,Churned,Attitude,Attitude of support person,95.65,1015.38
3597-YASZG,Over 65,5004,Stayed,Not Applicable,N/A,104.45,10103.15
